key,subset,split,reader,native_side,outcome,resampling,artery_dice,vein_dice,vessels_dice,artery_cldice,vein_cldice,vessels_cldice,said_artery_px,said_vein_px,truth_artery_px,truth_vein_px,note
fives_59_d,fives,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.835356,,,0.875305,0,0,67110,89466,
fives_67_d,fives,unspecified,expert,1417,graded,"probabilities to native, bilinear, then thresholded",,,0.643290,,,0.633556,0,0,47887,58655,
fives_68_d,fives,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.850953,,,0.893791,0,0,59145,78984,
fives_69_d,fives,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.850473,,,0.902349,0,0,77870,82070,
fives_70_d,fives,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.865093,,,0.908903,0,0,64674,78098,
fives_72_d,fives,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.835610,,,0.850440,0,0,66217,77034,
fives_73_d,fives,unspecified,expert,1422,graded,"probabilities to native, bilinear, then thresholded",,,0.835564,,,0.886269,0,0,62319,74672,
fives_77_d,fives,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.808363,,,0.875250,0,0,60417,87778,
fives_79_d,fives,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.832005,,,0.844223,0,0,57877,92443,
fives_80_d,fives,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.853144,,,0.844009,0,0,46273,86088,
fives_81_d,fives,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.815286,,,0.876603,0,0,65833,74068,
fives_84_d,fives,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.811968,,,0.856715,0,0,57047,89287,
fives_86_d,fives,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.838374,,,0.849573,0,0,46589,88041,
fives_87_d,fives,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.846212,,,0.835602,0,0,66728,78387,
fives_89_d,fives,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.838195,,,0.880194,0,0,62096,78279,
fives_92_d,fives,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.786477,,,0.778136,0,0,64344,78493,
grape_grape102_os_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.832282,,,0.876867,0,0,58796,62787,
grape_grape105_od_2,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.827143,,,0.849068,0,0,70764,85658,
grape_grape106_os_3,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.827960,,,0.882709,0,0,78545,75092,
grape_grape107_os_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.827616,,,0.894136,0,0,66356,85192,
grape_grape108_od_3,grape,unspecified,expert,1422,graded,"probabilities to native, bilinear, then thresholded",,,0.815078,,,0.875269,0,0,88440,87973,
grape_grape10_od_2,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.772469,,,0.787236,0,0,41092,61555,
grape_grape111_od_6,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.840280,,,0.899321,0,0,92153,91517,
grape_grape112_od_1,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.837023,,,0.857378,0,0,69371,84478,
grape_grape113_os_4,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.852270,,,0.891699,0,0,70671,85911,
grape_grape114_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.843551,,,0.878018,0,0,71448,95295,
grape_grape116_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.798853,,,0.833137,0,0,52901,70788,
grape_grape120_od_1,grape,unspecified,expert,1422,graded,"probabilities to native, bilinear, then thresholded",,,0.802017,,,0.885910,0,0,65222,76212,
grape_grape121_os_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.825908,,,0.834590,0,0,71026,75811,
grape_grape122_os_6,grape,unspecified,expert,1408,graded,"probabilities to native, bilinear, then thresholded",,,0.778879,,,0.816105,0,0,72729,82147,
grape_grape123_os_5,grape,unspecified,expert,1408,graded,"probabilities to native, bilinear, then thresholded",,,0.806438,,,0.845809,0,0,78114,88674,
grape_grape126_os_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.855484,,,0.906456,0,0,82724,100830,
grape_grape127_os_5,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.752599,,,0.792125,0,0,62167,77014,
grape_grape128_od_3,grape,unspecified,expert,1410,graded,"probabilities to native, bilinear, then thresholded",,,0.815329,,,0.877891,0,0,50197,69753,
grape_grape12_os_4,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.831135,,,0.888265,0,0,65372,93792,
grape_grape131_od_4,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.827976,,,0.893692,0,0,77265,89742,
grape_grape132_od_1,grape,unspecified,expert,1417,graded,"probabilities to native, bilinear, then thresholded",,,0.791287,,,0.833970,0,0,56739,72306,
grape_grape134_od_5,grape,unspecified,expert,1408,graded,"probabilities to native, bilinear, then thresholded",,,0.826887,,,0.875329,0,0,78383,88095,
grape_grape136_os_3,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.833814,,,0.891490,0,0,79346,90266,
grape_grape138_od_4,grape,unspecified,expert,1408,graded,"probabilities to native, bilinear, then thresholded",,,0.792819,,,0.821823,0,0,71406,73542,
grape_grape139_od_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.842301,,,0.928813,0,0,74238,85519,
grape_grape140_od_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.805625,,,0.812818,0,0,56745,75347,
grape_grape141_od_4,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.816238,,,0.863419,0,0,84741,93319,
grape_grape143_od_3,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.839541,,,0.895322,0,0,78541,82277,
grape_grape144_os_1,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.824002,,,0.875803,0,0,68886,88164,
grape_grape17_os_1,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.833682,,,0.900264,0,0,84526,92211,
grape_grape18_od_3,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.807503,,,0.904179,0,0,60079,67349,
grape_grape20_od_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.816585,,,0.867535,0,0,70096,84965,
grape_grape23_od_2,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.819481,,,0.893742,0,0,61558,79421,
grape_grape24_od_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.819468,,,0.892727,0,0,88175,99069,
grape_grape25_os_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.834570,,,0.912000,0,0,80119,99570,
grape_grape27_od_2,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.856334,,,0.923524,0,0,68768,89629,
grape_grape30_od_3,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.821420,,,0.884791,0,0,56278,73144,
grape_grape31_os_3,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.835018,,,0.878617,0,0,71899,99701,
grape_grape32_od_1,grape,unspecified,expert,1417,graded,"probabilities to native, bilinear, then thresholded",,,0.762358,,,0.780421,0,0,52969,60995,
grape_grape34_os_2,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.817409,,,0.889445,0,0,72268,77758,
grape_grape35_od_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.843545,,,0.898305,0,0,79310,89434,
grape_grape36_os_3,grape,unspecified,expert,1408,graded,"probabilities to native, bilinear, then thresholded",,,0.836184,,,0.898226,0,0,70464,66768,
grape_grape37_od_4,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.808836,,,0.892130,0,0,76262,83760,
grape_grape38_od_3,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.803661,,,0.863010,0,0,67301,79905,
grape_grape39_od_3,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.837655,,,0.890270,0,0,78027,98831,
grape_grape40_od_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.836478,,,0.896002,0,0,63291,81321,
grape_grape42_od_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.871629,,,0.908699,0,0,67561,71860,
grape_grape43_od_3,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.819798,,,0.891446,0,0,64730,77944,
grape_grape44_os_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.856884,,,0.880729,0,0,70721,86625,
grape_grape45_od_2,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.816901,,,0.847633,0,0,61092,65945,
grape_grape46_od_4,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.850798,,,0.903259,0,0,67847,96031,
grape_grape48_od_1,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.807071,,,0.831935,0,0,63820,59220,
grape_grape49_os_1,grape,unspecified,expert,1423,graded,"probabilities to native, bilinear, then thresholded",,,0.839637,,,0.879806,0,0,80328,87505,
grape_grape4_os_3,grape,unspecified,expert,1408,graded,"probabilities to native, bilinear, then thresholded",,,0.835877,,,0.854454,0,0,64028,68994,
grape_grape51_od_4,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.815602,,,0.881097,0,0,54418,65784,
grape_grape53_os_2,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.837194,,,0.904208,0,0,59139,73203,
grape_grape55_od_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.792846,,,0.845762,0,0,58509,64212,
grape_grape58_od_2,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.813497,,,0.863027,0,0,68018,80090,
grape_grape5_os_6,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.818682,,,0.864419,0,0,60920,71148,
grape_grape60_os_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.827376,,,0.835923,0,0,72828,91098,
grape_grape61_os_3,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.838322,,,0.889275,0,0,97607,96326,
grape_grape63_od_1,grape,unspecified,expert,1418,graded,"probabilities to native, bilinear, then thresholded",,,0.826355,,,0.862889,0,0,60401,71800,
grape_grape67_os_3,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.813692,,,0.882977,0,0,75673,90943,
grape_grape68_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.843173,,,0.916608,0,0,80752,99287,
grape_grape6_od_2,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.773211,,,0.816961,0,0,56431,81470,
grape_grape70_od_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.740513,,,0.785867,0,0,45937,74938,
grape_grape71_os_1,grape,unspecified,expert,1422,graded,"probabilities to native, bilinear, then thresholded",,,0.854730,,,0.887974,0,0,66089,78014,
grape_grape73_os_4,grape,unspecified,expert,1409,graded,"probabilities to native, bilinear, then thresholded",,,0.798465,,,0.864701,0,0,57940,66721,
grape_grape74_os_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.822533,,,0.841967,0,0,60592,72258,
grape_grape75_od_3,grape,unspecified,expert,1417,graded,"probabilities to native, bilinear, then thresholded",,,0.832315,,,0.879067,0,0,76851,83484,
grape_grape76_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.840490,,,0.912835,0,0,80568,78586,
grape_grape77_os_3,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.836240,,,0.912783,0,0,80383,87020,
grape_grape7_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.839554,,,0.930152,0,0,70995,93526,
grape_grape81_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.847836,,,0.859504,0,0,58875,73339,
grape_grape82_os_4,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.820504,,,0.906439,0,0,77097,80172,
grape_grape83_os_2,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.834548,,,0.889238,0,0,72076,80579,
grape_grape84_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.820314,,,0.880235,0,0,61614,80376,
grape_grape86_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.838326,,,0.880402,0,0,61226,83201,
grape_grape87_od_1,grape,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.818413,,,0.902362,0,0,66717,72357,
grape_grape8_od_1,grape,unspecified,expert,1422,graded,"probabilities to native, bilinear, then thresholded",,,0.833441,,,0.893413,0,0,69708,81163,
grape_grape90_od_1,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.826240,,,0.845825,0,0,63938,84602,
grape_grape91_od_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.833186,,,0.901359,0,0,71148,87293,
grape_grape92_od_1,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.824138,,,0.883411,0,0,70275,79498,
grape_grape94_od_3,grape,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.821556,,,0.878041,0,0,72176,83864,
grape_grape95_os_8,grape,unspecified,expert,1419,graded,"probabilities to native, bilinear, then thresholded",,,0.811109,,,0.831661,0,0,59884,84568,
grape_grape98_os_1,grape,unspecified,expert,1421,graded,"probabilities to native, bilinear, then thresholded",,,0.832498,,,0.917191,0,0,66250,80645,
magreb_fimage10prime,magreb,unspecified,expert,1448,graded,"probabilities to native, bilinear, then thresholded",,,0.830013,,,0.911992,0,0,70350,84127,
magreb_fimage11prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.770590,,,0.849962,0,0,51889,57004,
magreb_fimage12prime,magreb,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.825857,,,0.883229,0,0,67774,96133,
magreb_fimage13prime,magreb,unspecified,expert,1450,graded,"probabilities to native, bilinear, then thresholded",,,0.816334,,,0.915766,0,0,69722,77864,
magreb_fimage14prime,magreb,unspecified,expert,1456,graded,"probabilities to native, bilinear, then thresholded",,,0.795572,,,0.896240,0,0,74457,95516,
magreb_fimage16prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.816460,,,0.902817,0,0,69533,82984,
magreb_fimage17prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.799199,,,0.875567,0,0,68539,80009,
magreb_fimage18prime,magreb,unspecified,expert,1450,graded,"probabilities to native, bilinear, then thresholded",,,0.804207,,,0.906092,0,0,71387,84262,
magreb_fimage1prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.784102,,,0.840438,0,0,61666,68339,
magreb_fimage22prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.849570,,,0.883467,0,0,72795,84119,
magreb_fimage24prime,magreb,unspecified,expert,1452,graded,"probabilities to native, bilinear, then thresholded",,,0.806269,,,0.902738,0,0,77313,82004,
magreb_fimage26prime,magreb,unspecified,expert,1411,graded,"probabilities to native, bilinear, then thresholded",,,0.828756,,,0.842313,0,0,78155,84704,
magreb_fimage27prime,magreb,unspecified,expert,1447,graded,"probabilities to native, bilinear, then thresholded",,,0.794674,,,0.893653,0,0,66149,75543,
magreb_fimage28prime,magreb,unspecified,expert,1457,graded,"probabilities to native, bilinear, then thresholded",,,0.784722,,,0.801916,0,0,59036,94905,
magreb_fimage29prime,magreb,unspecified,expert,1446,graded,"probabilities to native, bilinear, then thresholded",,,0.801453,,,0.906421,0,0,80618,80099,
magreb_fimage2prime,magreb,unspecified,expert,1448,graded,"probabilities to native, bilinear, then thresholded",,,0.795097,,,0.877369,0,0,68261,74314,
magreb_fimage30prime,magreb,unspecified,expert,1449,graded,"probabilities to native, bilinear, then thresholded",,,0.804087,,,0.853017,0,0,50040,83587,
magreb_fimage33prime,magreb,unspecified,expert,1452,graded,"probabilities to native, bilinear, then thresholded",,,0.784553,,,0.884098,0,0,61609,76184,
magreb_fimage34prime,magreb,unspecified,expert,1450,graded,"probabilities to native, bilinear, then thresholded",,,0.840628,,,0.907456,0,0,69226,77809,
magreb_fimage36prime,magreb,unspecified,expert,1452,graded,"probabilities to native, bilinear, then thresholded",,,0.842534,,,0.888665,0,0,87664,89116,
magreb_fimage37prime,magreb,unspecified,expert,1446,graded,"probabilities to native, bilinear, then thresholded",,,0.830797,,,0.884805,0,0,55956,85716,
magreb_fimage40prime,magreb,unspecified,expert,1450,graded,"probabilities to native, bilinear, then thresholded",,,0.808603,,,0.912986,0,0,70615,84045,
magreb_fimage41prime,magreb,unspecified,expert,1451,graded,"probabilities to native, bilinear, then thresholded",,,0.816327,,,0.896788,0,0,77676,89315,
magreb_fimage43prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.849631,,,0.887484,0,0,70905,84519,
magreb_fimage44prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.810989,,,0.835744,0,0,63883,74923,
magreb_fimage46prime,magreb,unspecified,expert,1452,graded,"probabilities to native, bilinear, then thresholded",,,0.811853,,,0.904832,0,0,77932,83001,
magreb_fimage47prime,magreb,unspecified,expert,1449,graded,"probabilities to native, bilinear, then thresholded",,,0.856254,,,0.905057,0,0,86455,92465,
magreb_fimage5prime,magreb,unspecified,expert,1452,graded,"probabilities to native, bilinear, then thresholded",,,0.747445,,,0.838219,0,0,69153,75194,
magreb_fimage6prime,magreb,unspecified,expert,1454,graded,"probabilities to native, bilinear, then thresholded",,,0.812350,,,0.902464,0,0,74234,84238,
magreb_fimage7prime,magreb,unspecified,expert,1454,graded,"probabilities to native, bilinear, then thresholded",,,0.779252,,,0.848654,0,0,64844,83562,
magreb_fimage9prime,magreb,unspecified,expert,1450,graded,"probabilities to native, bilinear, then thresholded",,,0.772968,,,0.835825,0,0,33824,64628,
magreb_mimage10prime,magreb,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.833215,,,0.896634,0,0,63461,79348,
magreb_mimage11prime,magreb,unspecified,expert,1453,graded,"probabilities to native, bilinear, then thresholded",,,0.840918,,,0.906276,0,0,74379,82808,
magreb_mimage12prime,magreb,unspecified,expert,1430,graded,"probabilities to native, bilinear, then thresholded",,,0.846560,,,0.904954,0,0,76004,72915,
magreb_mimage13prime,magreb,unspecified,expert,1424,graded,"probabilities to native, bilinear, then thresholded",,,0.814284,,,0.903274,0,0,66814,84292,
magreb_mimage14prime,magreb,unspecified,expert,1428,graded,"probabilities to native, bilinear, then thresholded",,,0.816130,,,0.905083,0,0,58265,69496,
magreb_mimage15prime,magreb,unspecified,expert,1417,graded,"probabilities to native, bilinear, then thresholded",,,0.780497,,,0.858009,0,0,51042,71083,
magreb_mimage16prime,magreb,unspecified,expert,1427,graded,"probabilities to native, bilinear, then thresholded",,,0.804777,,,0.872870,0,0,55327,71882,
magreb_mimage17prime,magreb,unspecified,expert,1424,graded,"probabilities to native, bilinear, then thresholded",,,0.760785,,,0.834145,0,0,60065,68122,
magreb_mimage18prime,magreb,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.732215,,,0.825159,0,0,58428,61599,
magreb_mimage19prime,magreb,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.734235,,,0.814806,0,0,51616,74433,
magreb_mimage20prime,magreb,unspecified,expert,1447,graded,"probabilities to native, bilinear, then thresholded",,,0.774226,,,0.907122,0,0,66551,71293,
magreb_mimage21prime,magreb,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.763342,,,0.882098,0,0,61103,76621,
magreb_mimage22prime,magreb,unspecified,expert,1423,graded,"probabilities to native, bilinear, then thresholded",,,0.819784,,,0.913881,0,0,76451,90487,
magreb_mimage23prime,magreb,unspecified,expert,1456,graded,"probabilities to native, bilinear, then thresholded",,,0.820308,,,0.882020,0,0,97191,108453,
magreb_mimage24prime,magreb,unspecified,expert,1424,graded,"probabilities to native, bilinear, then thresholded",,,0.808925,,,0.876866,0,0,104246,100279,
magreb_mimage25prime,magreb,unspecified,expert,1429,graded,"probabilities to native, bilinear, then thresholded",,,0.842716,,,0.912872,0,0,72532,87293,
magreb_mimage26prime,magreb,unspecified,expert,1423,graded,"probabilities to native, bilinear, then thresholded",,,0.807617,,,0.888438,0,0,72569,88144,
magreb_mimage29prime,magreb,unspecified,expert,1424,graded,"probabilities to native, bilinear, then thresholded",,,0.789174,,,0.841209,0,0,73430,84181,
magreb_mimage2prime,magreb,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.785390,,,0.830794,0,0,52055,71374,
magreb_mimage30prime,magreb,unspecified,expert,1439,graded,"probabilities to native, bilinear, then thresholded",,,0.733689,,,0.796099,0,0,29616,61405,
magreb_mimage31prime,magreb,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.788352,,,0.836084,0,0,51038,68594,
magreb_mimage32prime,magreb,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.754269,,,0.813025,0,0,65497,73179,
magreb_mimage33prime,magreb,unspecified,expert,1426,graded,"probabilities to native, bilinear, then thresholded",,,0.736439,,,0.834124,0,0,46556,59138,
magreb_mimage35prime,magreb,unspecified,expert,1427,graded,"probabilities to native, bilinear, then thresholded",,,0.813389,,,0.898923,0,0,58225,67537,
magreb_mimage37prime,magreb,unspecified,expert,1432,graded,"probabilities to native, bilinear, then thresholded",,,0.796938,,,0.859292,0,0,53603,64635,
magreb_mimage38prime,magreb,unspecified,expert,1424,graded,"probabilities to native, bilinear, then thresholded",,,0.809629,,,0.891886,0,0,64867,66756,
magreb_mimage39prime,magreb,unspecified,expert,1420,graded,"probabilities to native, bilinear, then thresholded",,,0.842165,,,0.923411,0,0,55518,74314,
magreb_mimage3prime,magreb,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.841210,,,0.906422,0,0,78953,85078,
magreb_mimage41prime,magreb,unspecified,expert,1426,graded,"probabilities to native, bilinear, then thresholded",,,0.801576,,,0.875790,0,0,68793,84239,
magreb_mimage42prime,magreb,unspecified,expert,1425,graded,"probabilities to native, bilinear, then thresholded",,,0.804315,,,0.882328,0,0,61582,80026,
magreb_mimage43prime,magreb,unspecified,expert,1449,graded,"probabilities to native, bilinear, then thresholded",,,0.714473,,,0.803800,0,0,51502,72634,
magreb_mimage44prime,magreb,unspecified,expert,1448,graded,"probabilities to native, bilinear, then thresholded",,,0.782057,,,0.853452,0,0,55140,74812,
magreb_mimage46prime,magreb,unspecified,expert,1452,graded,"probabilities to native, bilinear, then thresholded",,,0.767374,,,0.846313,0,0,64674,70179,
magreb_mimage4prime,magreb,unspecified,expert,1456,graded,"probabilities to native, bilinear, then thresholded",,,0.836063,,,0.891053,0,0,81852,81600,
magreb_mimage6prime,magreb,unspecified,expert,1449,graded,"probabilities to native, bilinear, then thresholded",,,0.801996,,,0.873350,0,0,54272,75303,
magreb_mimage8prime,magreb,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.773745,,,0.863774,0,0,67059,82636,
magreb_mimage9prime,magreb,unspecified,expert,1428,graded,"probabilities to native, bilinear, then thresholded",,,0.818024,,,0.883964,0,0,61482,79583,
mbrset_1000_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.827467,,,0.885970,0,0,76045,91993,
mbrset_1005_1,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.832519,,,0.885756,0,0,82652,81140,
mbrset_1009_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.846158,,,0.876809,0,0,73376,106550,
mbrset_100_3,mbrset,unspecified,expert,1449,graded,"probabilities to native, bilinear, then thresholded",,,0.744041,,,0.740435,0,0,65805,79956,
mbrset_1011_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.818158,,,0.868083,0,0,67935,59751,
mbrset_1015_3,mbrset,unspecified,expert,1443,graded,"probabilities to native, bilinear, then thresholded",,,0.841681,,,0.896398,0,0,77592,88490,
mbrset_1016_1,mbrset,unspecified,expert,1443,graded,"probabilities to native, bilinear, then thresholded",,,0.841509,,,0.915375,0,0,72593,66310,
mbrset_1017_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.787765,,,0.852448,0,0,78602,82831,
mbrset_1018_1,mbrset,unspecified,expert,1446,graded,"probabilities to native, bilinear, then thresholded",,,0.833727,,,0.868324,0,0,45966,69406,
mbrset_1019_3,mbrset,unspecified,expert,1442,graded,"probabilities to native, bilinear, then thresholded",,,0.840221,,,0.881630,0,0,79408,79308,
mbrset_1020_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.852906,,,0.881337,0,0,66811,79686,
mbrset_1025_1,mbrset,unspecified,expert,1444,graded,"probabilities to native, bilinear, then thresholded",,,0.807144,,,0.812827,0,0,57849,75964,
mbrset_1027_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.823470,,,0.862847,0,0,53190,80380,
mbrset_1029_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.814966,,,0.844879,0,0,50998,78641,
mbrset_1031_1,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.871831,,,0.919748,0,0,78212,88227,
mbrset_1053_1,mbrset,unspecified,expert,1443,graded,"probabilities to native, bilinear, then thresholded",,,0.832187,,,0.853441,0,0,53195,94389,
mbrset_1060_1,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.809974,,,0.864191,0,0,57746,59671,
mbrset_1098_1,mbrset,unspecified,expert,1447,graded,"probabilities to native, bilinear, then thresholded",,,0.794029,,,0.838520,0,0,42220,56766,
mbrset_10_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.805984,,,0.857333,0,0,70129,76542,
mbrset_110_1,mbrset,unspecified,expert,1438,graded,"probabilities to native, bilinear, then thresholded",,,0.842263,,,0.900166,0,0,58901,80640,
mbrset_215_3,mbrset,unspecified,expert,1445,graded,"probabilities to native, bilinear, then thresholded",,,0.815073,,,0.829766,0,0,56863,68934,
mbrset_227_1,mbrset,unspecified,expert,1446,graded,"probabilities to native, bilinear, then thresholded",,,0.789302,,,0.805760,0,0,45330,61763,
