key,subset,split,native_side,reader,outcome,resampling,disc_dice,disc_centre_offset,disc_centre_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,truth_disc_width,truth_disc_height,truth_disc_radius,note
test_remidio_img_4454,remidio,test,2409,expert1,graded,"probabilities to native, bilinear, then thresholded",0.971406,9.932150,0.019515,-11.000000,-22.000000,-6.335709,481.000000,542.000000,254.471393,
test_remidio_img_4454,remidio,test,2409,expert2,graded,"probabilities to native, bilinear, then thresholded",0.975074,2.973402,0.005848,-13.000000,-9.000000,-6.099811,483.000000,529.000000,254.235496,
test_remidio_img_4454,remidio,test,2409,expert3,graded,"probabilities to native, bilinear, then thresholded",0.978605,7.154876,0.014331,-3.000000,-2.000000,-1.490633,473.000000,522.000000,249.626317,
test_remidio_img_4454,remidio,test,2409,expert4,graded,"probabilities to native, bilinear, then thresholded",0.973978,4.640237,0.009415,-9.000000,-3.000000,1.706871,479.000000,523.000000,246.428813,
test_remidio_img_4454,remidio,test,2409,expert5,graded,"probabilities to native, bilinear, then thresholded",0.935930,8.859560,0.016743,-31.000000,-41.000000,-16.441561,501.000000,561.000000,264.577245,
test_remidio_img_4455,remidio,test,2379,expert1,graded,"probabilities to native, bilinear, then thresholded",0.972542,9.213181,0.018874,-13.000000,-5.000000,-3.672735,486.000000,504.000000,244.074439,
test_remidio_img_4455,remidio,test,2379,expert2,graded,"probabilities to native, bilinear, then thresholded",0.970439,2.249716,0.004544,-7.000000,-1.000000,-7.124540,480.000000,500.000000,247.526245,
test_remidio_img_4455,remidio,test,2379,expert3,graded,"probabilities to native, bilinear, then thresholded",0.943569,21.130668,0.044595,30.000000,-6.000000,3.481710,443.000000,505.000000,236.919994,
test_remidio_img_4455,remidio,test,2379,expert4,graded,"probabilities to native, bilinear, then thresholded",0.954790,11.569939,0.023138,-24.000000,-2.000000,-9.623415,497.000000,501.000000,250.025119,
test_remidio_img_4455,remidio,test,2379,expert5,graded,"probabilities to native, bilinear, then thresholded",0.936163,23.652530,0.048872,5.000000,-3.000000,-1.582358,468.000000,502.000000,241.984063,
test_remidio_img_4456,remidio,test,2353,expert1,graded,"probabilities to native, bilinear, then thresholded",0.970745,4.863204,0.012084,-6.000000,-7.000000,-0.013446,397.000000,418.000000,201.231485,
test_remidio_img_4456,remidio,test,2353,expert2,graded,"probabilities to native, bilinear, then thresholded",0.939718,9.943214,0.023487,-34.000000,-16.000000,-10.453081,425.000000,427.000000,211.671120,
test_remidio_img_4456,remidio,test,2353,expert3,graded,"probabilities to native, bilinear, then thresholded",0.945495,4.866973,0.011455,-26.000000,-17.000000,-11.211889,417.000000,428.000000,212.429928,
test_remidio_img_4456,remidio,test,2353,expert4,graded,"probabilities to native, bilinear, then thresholded",0.937655,12.806790,0.030140,-31.000000,-28.000000,-11.236611,422.000000,439.000000,212.454650,
test_remidio_img_4456,remidio,test,2353,expert5,graded,"probabilities to native, bilinear, then thresholded",0.940327,10.538743,0.025363,9.000000,-41.000000,-6.537833,382.000000,452.000000,207.755872,
test_remidio_img_4457,remidio,test,2423,expert1,graded,"probabilities to native, bilinear, then thresholded",0.966377,9.112007,0.019232,9.000000,-19.000000,-1.175281,454.000000,494.000000,236.893122,
test_remidio_img_4457,remidio,test,2423,expert2,graded,"probabilities to native, bilinear, then thresholded",0.964367,8.916373,0.018534,-19.000000,-1.000000,-4.819543,482.000000,476.000000,240.537384,
test_remidio_img_4457,remidio,test,2423,expert3,graded,"probabilities to native, bilinear, then thresholded",0.971045,8.936431,0.018801,-8.000000,-18.000000,-1.937939,471.000000,493.000000,237.655780,
test_remidio_img_4457,remidio,test,2423,expert4,graded,"probabilities to native, bilinear, then thresholded",0.959794,13.612934,0.028424,-10.000000,0.000000,-3.743919,473.000000,475.000000,239.461760,
test_remidio_img_4457,remidio,test,2423,expert5,graded,"probabilities to native, bilinear, then thresholded",0.974933,8.609417,0.018423,-7.000000,11.000000,2.062282,470.000000,464.000000,233.655559,
test_remidio_img_4458,remidio,test,2424,expert1,graded,"probabilities to native, bilinear, then thresholded",0.968780,6.568376,0.012908,-10.000000,-26.000000,-5.689168,520.000000,506.000000,254.424481,
test_remidio_img_4458,remidio,test,2424,expert2,graded,"probabilities to native, bilinear, then thresholded",0.971654,1.830778,0.003600,-29.000000,0.000000,-5.508321,539.000000,480.000000,254.243634,
test_remidio_img_4458,remidio,test,2424,expert3,graded,"probabilities to native, bilinear, then thresholded",0.979988,4.144239,0.008238,-19.000000,-13.000000,-2.791388,529.000000,493.000000,251.526701,
test_remidio_img_4458,remidio,test,2424,expert4,graded,"probabilities to native, bilinear, then thresholded",0.977725,0.318001,0.000631,6.000000,-26.000000,-3.366538,504.000000,506.000000,252.101851,
test_remidio_img_4458,remidio,test,2424,expert5,graded,"probabilities to native, bilinear, then thresholded",0.959807,12.299580,0.024304,-21.000000,-4.000000,-4.301671,531.000000,484.000000,253.036984,
test_remidio_img_4459,remidio,test,2463,expert1,graded,"probabilities to native, bilinear, then thresholded",0.985870,2.364307,0.005527,1.000000,5.000000,1.650743,442.000000,418.000000,213.888877,
test_remidio_img_4459,remidio,test,2463,expert2,graded,"probabilities to native, bilinear, then thresholded",0.931190,0.693023,0.001501,-33.000000,-35.000000,-15.378703,476.000000,458.000000,230.918324,
test_remidio_img_4459,remidio,test,2463,expert3,graded,"probabilities to native, bilinear, then thresholded",0.939579,12.894186,0.028408,-23.000000,-33.000000,-11.406999,466.000000,456.000000,226.946619,
test_remidio_img_4459,remidio,test,2463,expert4,graded,"probabilities to native, bilinear, then thresholded",0.959058,7.720186,0.017463,-18.000000,-8.000000,-5.501766,461.000000,431.000000,221.041386,
test_remidio_img_4459,remidio,test,2463,expert5,graded,"probabilities to native, bilinear, then thresholded",0.943416,9.277765,0.020497,-14.000000,-26.000000,-10.785508,457.000000,449.000000,226.325128,
test_remidio_img_4461,remidio,test,2347,expert1,graded,"probabilities to native, bilinear, then thresholded",0.982758,2.331469,0.005807,-12.000000,4.000000,-0.421405,422.000000,394.000000,200.757174,
test_remidio_img_4461,remidio,test,2347,expert2,graded,"probabilities to native, bilinear, then thresholded",0.978207,2.994439,0.007347,-4.000000,3.000000,-3.447603,414.000000,395.000000,203.783372,
test_remidio_img_4461,remidio,test,2347,expert3,graded,"probabilities to native, bilinear, then thresholded",0.961078,9.408816,0.023792,20.000000,-2.000000,2.608448,390.000000,400.000000,197.727321,
test_remidio_img_4461,remidio,test,2347,expert4,graded,"probabilities to native, bilinear, then thresholded",0.954352,2.940393,0.007033,4.000000,-30.000000,-8.716838,406.000000,428.000000,209.052607,
test_remidio_img_4461,remidio,test,2347,expert5,graded,"probabilities to native, bilinear, then thresholded",0.929733,9.951627,0.023155,-28.000000,-25.000000,-14.559000,438.000000,423.000000,214.894769,
test_remidio_img_4462,remidio,test,2445,expert1,graded,"probabilities to native, bilinear, then thresholded",0.984128,2.297250,0.004450,-1.000000,-13.000000,-3.312913,502.000000,537.000000,258.146175,
test_remidio_img_4462,remidio,test,2445,expert2,graded,"probabilities to native, bilinear, then thresholded",0.937087,6.611022,0.012179,-37.000000,-36.000000,-16.570077,538.000000,560.000000,271.403339,
test_remidio_img_4462,remidio,test,2445,expert3,graded,"probabilities to native, bilinear, then thresholded",0.988651,2.932664,0.005728,-1.000000,-6.000000,-1.163992,502.000000,530.000000,255.997254,
test_remidio_img_4462,remidio,test,2445,expert4,graded,"probabilities to native, bilinear, then thresholded",0.978773,2.754301,0.005344,7.000000,-1.000000,-2.857512,494.000000,525.000000,257.690774,
test_remidio_img_4462,remidio,test,2445,expert5,graded,"probabilities to native, bilinear, then thresholded",0.958201,4.990439,0.009422,-23.000000,-12.000000,-10.004925,524.000000,536.000000,264.838187,
test_remidio_img_4464,remidio,test,2455,expert1,graded,"probabilities to native, bilinear, then thresholded",0.971219,8.769630,0.020530,5.000000,-6.000000,-3.784785,398.000000,451.000000,213.578362,
test_remidio_img_4464,remidio,test,2455,expert2,graded,"probabilities to native, bilinear, then thresholded",0.957184,11.789379,0.027271,-9.000000,-7.000000,-6.361731,412.000000,452.000000,216.155307,
test_remidio_img_4464,remidio,test,2455,expert3,graded,"probabilities to native, bilinear, then thresholded",0.964830,10.006241,0.023862,-8.000000,23.000000,0.129006,411.000000,422.000000,209.664570,
test_remidio_img_4464,remidio,test,2455,expert4,graded,"probabilities to native, bilinear, then thresholded",0.974166,5.133652,0.012156,-8.000000,15.000000,-1.369403,411.000000,430.000000,211.162979,
test_remidio_img_4464,remidio,test,2455,expert5,graded,"probabilities to native, bilinear, then thresholded",0.972637,4.810907,0.011406,9.000000,-8.000000,-1.105441,394.000000,453.000000,210.899017,
test_remidio_img_4465,remidio,test,2424,expert1,graded,"probabilities to native, bilinear, then thresholded",0.964713,6.456059,0.013956,-4.000000,-4.000000,-6.721160,444.000000,470.000000,231.301216,
test_remidio_img_4465,remidio,test,2424,expert2,graded,"probabilities to native, bilinear, then thresholded",0.954643,10.856494,0.023244,-12.000000,-10.000000,-8.953545,452.000000,476.000000,233.533601,
test_remidio_img_4465,remidio,test,2424,expert3,graded,"probabilities to native, bilinear, then thresholded",0.976610,2.102206,0.004615,11.000000,-9.000000,-3.177905,429.000000,475.000000,227.757961,
test_remidio_img_4465,remidio,test,2424,expert4,graded,"probabilities to native, bilinear, then thresholded",0.941693,13.064101,0.027890,1.000000,-39.000000,-9.630663,439.000000,505.000000,234.210719,
test_remidio_img_4465,remidio,test,2424,expert5,graded,"probabilities to native, bilinear, then thresholded",0.933809,19.028091,0.040180,-32.000000,-11.000000,-12.205547,472.000000,477.000000,236.785603,
test_remidio_img_4466,remidio,test,2451,expert1,graded,"probabilities to native, bilinear, then thresholded",0.983231,0.236735,0.000515,-6.000000,0.000000,0.204746,449.000000,481.000000,229.987370,
test_remidio_img_4466,remidio,test,2451,expert2,graded,"probabilities to native, bilinear, then thresholded",0.944909,5.062426,0.010459,-27.000000,-31.000000,-11.811020,470.000000,512.000000,242.003136,
test_remidio_img_4466,remidio,test,2451,expert3,graded,"probabilities to native, bilinear, then thresholded",0.973778,6.653915,0.014522,0.000000,13.000000,1.088765,443.000000,468.000000,229.103351,
test_remidio_img_4466,remidio,test,2451,expert4,graded,"probabilities to native, bilinear, then thresholded",0.968257,4.903980,0.010341,-9.000000,-10.000000,-6.925296,452.000000,491.000000,237.117411,
test_remidio_img_4466,remidio,test,2451,expert5,graded,"probabilities to native, bilinear, then thresholded",0.943823,17.352652,0.037022,-24.000000,9.000000,-4.166696,467.000000,472.000000,234.358812,
test_remidio_img_4467,remidio,test,2329,expert1,graded,"probabilities to native, bilinear, then thresholded",0.973249,2.586002,0.004695,-2.000000,-22.000000,-6.382371,545.000000,558.000000,275.399655,
test_remidio_img_4467,remidio,test,2329,expert2,graded,"probabilities to native, bilinear, then thresholded",0.940479,2.134719,0.003738,-21.000000,-44.000000,-16.518390,564.000000,580.000000,285.535674,
test_remidio_img_4467,remidio,test,2329,expert3,graded,"probabilities to native, bilinear, then thresholded",0.956615,2.381963,0.004241,-22.000000,-47.000000,-11.811446,565.000000,583.000000,280.828730,
test_remidio_img_4467,remidio,test,2329,expert4,graded,"probabilities to native, bilinear, then thresholded",0.944964,4.459553,0.007865,5.000000,-52.000000,-14.488964,538.000000,588.000000,283.506248,
test_remidio_img_4467,remidio,test,2329,expert5,graded,"probabilities to native, bilinear, then thresholded",0.952751,8.700496,0.015660,-12.000000,-22.000000,-8.784075,555.000000,558.000000,277.801359,
test_remidio_img_4468,remidio,test,2327,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977688,4.523715,0.010747,5.000000,-9.000000,-1.538400,402.000000,439.000000,210.472208,
test_remidio_img_4468,remidio,test,2327,expert2,graded,"probabilities to native, bilinear, then thresholded",0.945291,6.904731,0.015643,-13.000000,-29.000000,-11.760975,420.000000,459.000000,220.694783,
test_remidio_img_4468,remidio,test,2327,expert3,graded,"probabilities to native, bilinear, then thresholded",0.972074,6.822154,0.015925,-10.000000,-17.000000,-5.265135,417.000000,447.000000,214.198943,
test_remidio_img_4468,remidio,test,2327,expert4,graded,"probabilities to native, bilinear, then thresholded",0.956026,3.285092,0.007523,-20.000000,-28.000000,-9.398814,427.000000,458.000000,218.332622,
test_remidio_img_4468,remidio,test,2327,expert5,graded,"probabilities to native, bilinear, then thresholded",0.964829,6.309770,0.014671,-26.000000,2.000000,-6.110514,433.000000,428.000000,215.044322,
test_remidio_img_4469,remidio,test,2328,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977502,5.717711,0.014217,-8.000000,2.000000,-1.719343,425.000000,384.000000,201.082740,
test_remidio_img_4469,remidio,test,2328,expert2,graded,"probabilities to native, bilinear, then thresholded",0.945374,3.361555,0.007982,-26.000000,-25.000000,-11.204824,443.000000,411.000000,210.568221,
test_remidio_img_4469,remidio,test,2328,expert3,graded,"probabilities to native, bilinear, then thresholded",0.969357,5.274514,0.012830,-17.000000,-8.000000,-6.192944,434.000000,394.000000,205.556341,
test_remidio_img_4469,remidio,test,2328,expert4,graded,"probabilities to native, bilinear, then thresholded",0.964941,3.418521,0.008327,-6.000000,-10.000000,-5.892310,423.000000,396.000000,205.255706,
test_remidio_img_4469,remidio,test,2328,expert5,graded,"probabilities to native, bilinear, then thresholded",0.961325,5.288516,0.012835,-25.000000,1.000000,-6.653889,442.000000,385.000000,206.017285,
test_remidio_img_4470,remidio,test,2330,expert1,graded,"probabilities to native, bilinear, then thresholded",0.976890,6.762351,0.015692,-3.000000,-6.000000,-1.239300,429.000000,440.000000,215.471677,
test_remidio_img_4470,remidio,test,2330,expert2,graded,"probabilities to native, bilinear, then thresholded",0.965683,3.926857,0.008987,-30.000000,-9.000000,-4.247445,456.000000,443.000000,218.479821,
test_remidio_img_4470,remidio,test,2330,expert3,graded,"probabilities to native, bilinear, then thresholded",0.968705,1.950812,0.004414,-8.000000,-18.000000,-6.763644,434.000000,452.000000,220.996020,
test_remidio_img_4470,remidio,test,2330,expert4,graded,"probabilities to native, bilinear, then thresholded",0.945674,2.481914,0.005486,-25.000000,-27.000000,-11.972470,451.000000,461.000000,226.204846,
test_remidio_img_4470,remidio,test,2330,expert5,graded,"probabilities to native, bilinear, then thresholded",0.970771,8.333112,0.019068,-7.000000,-8.000000,-4.283137,433.000000,442.000000,218.515513,
test_remidio_img_4471,remidio,test,2301,expert1,graded,"probabilities to native, bilinear, then thresholded",0.982079,2.671608,0.005778,3.000000,4.000000,-0.288627,463.000000,466.000000,231.189719,
test_remidio_img_4471,remidio,test,2301,expert2,graded,"probabilities to native, bilinear, then thresholded",0.942012,10.098796,0.020671,-17.000000,-20.000000,-13.374104,483.000000,490.000000,244.275196,
test_remidio_img_4471,remidio,test,2301,expert3,graded,"probabilities to native, bilinear, then thresholded",0.955125,6.807783,0.014101,-16.000000,-20.000000,-10.490307,482.000000,490.000000,241.391400,
test_remidio_img_4471,remidio,test,2301,expert4,graded,"probabilities to native, bilinear, then thresholded",0.959025,13.758072,0.029646,3.000000,9.000000,-1.137264,463.000000,461.000000,232.038357,
test_remidio_img_4471,remidio,test,2301,expert5,graded,"probabilities to native, bilinear, then thresholded",0.959310,2.795868,0.005877,-30.000000,12.000000,-6.961531,496.000000,458.000000,237.862623,
test_remidio_img_4472,remidio,test,2323,expert1,graded,"probabilities to native, bilinear, then thresholded",0.964490,9.713818,0.021474,0.000000,5.000000,2.354222,445.000000,467.000000,226.175294,
test_remidio_img_4472,remidio,test,2323,expert2,graded,"probabilities to native, bilinear, then thresholded",0.966509,6.434397,0.013969,-12.000000,2.000000,-1.785636,457.000000,470.000000,230.315152,
test_remidio_img_4472,remidio,test,2323,expert3,graded,"probabilities to native, bilinear, then thresholded",0.966155,8.952029,0.019276,-9.000000,-14.000000,-3.671342,454.000000,486.000000,232.200858,
test_remidio_img_4472,remidio,test,2323,expert4,graded,"probabilities to native, bilinear, then thresholded",0.982841,2.809422,0.006057,-3.000000,-12.000000,-3.393581,448.000000,484.000000,231.923097,
test_remidio_img_4472,remidio,test,2323,expert5,graded,"probabilities to native, bilinear, then thresholded",0.964738,4.336315,0.009164,-22.000000,-9.000000,-8.074537,467.000000,481.000000,236.604053,
test_remidio_img_4473,remidio,test,2291,expert1,graded,"probabilities to native, bilinear, then thresholded",0.970747,5.798663,0.013119,2.000000,23.000000,5.918832,436.000000,447.000000,221.003942,
test_remidio_img_4473,remidio,test,2291,expert2,graded,"probabilities to native, bilinear, then thresholded",0.970470,2.022666,0.004339,-25.000000,-6.000000,-6.179033,463.000000,476.000000,233.101807,
test_remidio_img_4473,remidio,test,2291,expert3,graded,"probabilities to native, bilinear, then thresholded",0.971616,6.965098,0.015247,0.000000,8.000000,-1.487622,438.000000,462.000000,228.410395,
test_remidio_img_4473,remidio,test,2291,expert4,graded,"probabilities to native, bilinear, then thresholded",0.956608,8.253507,0.017670,-7.000000,-12.000000,-6.620368,445.000000,482.000000,233.543142,
test_remidio_img_4473,remidio,test,2291,expert5,graded,"probabilities to native, bilinear, then thresholded",0.944456,14.863848,0.031111,-19.000000,-31.000000,-11.958054,457.000000,501.000000,238.880828,
test_remidio_img_4474,remidio,test,2310,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977468,7.054625,0.015341,-14.000000,3.000000,-1.582962,439.000000,481.000000,229.927849,
test_remidio_img_4474,remidio,test,2310,expert2,graded,"probabilities to native, bilinear, then thresholded",0.965100,1.603858,0.003391,-15.000000,-16.000000,-8.111807,440.000000,500.000000,236.456694,
test_remidio_img_4474,remidio,test,2310,expert3,graded,"probabilities to native, bilinear, then thresholded",0.967431,1.772302,0.003930,12.000000,2.000000,2.885666,413.000000,482.000000,225.459222,
test_remidio_img_4474,remidio,test,2310,expert4,graded,"probabilities to native, bilinear, then thresholded",0.955295,14.189988,0.030571,-20.000000,1.000000,-3.740106,445.000000,483.000000,232.084993,
test_remidio_img_4474,remidio,test,2310,expert5,graded,"probabilities to native, bilinear, then thresholded",0.972250,8.753731,0.019097,-8.000000,-3.000000,-0.841116,433.000000,487.000000,229.186003,
test_remidio_img_4475,remidio,test,2341,expert1,graded,"probabilities to native, bilinear, then thresholded",0.980108,5.675310,0.013814,7.000000,-6.000000,0.741682,392.000000,427.000000,205.417701,
test_remidio_img_4475,remidio,test,2341,expert2,graded,"probabilities to native, bilinear, then thresholded",0.961091,4.705895,0.010982,-12.000000,-39.000000,-8.104936,411.000000,460.000000,214.264319,
test_remidio_img_4475,remidio,test,2341,expert3,graded,"probabilities to native, bilinear, then thresholded",0.966291,10.628739,0.025960,-2.000000,8.000000,1.443287,401.000000,413.000000,204.716095,
test_remidio_img_4475,remidio,test,2341,expert4,graded,"probabilities to native, bilinear, then thresholded",0.957801,10.262144,0.024871,16.000000,-13.000000,-0.145856,383.000000,434.000000,206.305239,
test_remidio_img_4475,remidio,test,2341,expert5,graded,"probabilities to native, bilinear, then thresholded",0.969341,10.518062,0.025451,0.000000,-8.000000,-0.471924,399.000000,429.000000,206.631306,
test_remidio_img_4476,remidio,test,2353,expert1,graded,"probabilities to native, bilinear, then thresholded",0.979050,2.632076,0.005776,-12.000000,-20.000000,-3.646864,454.000000,467.000000,227.843198,
test_remidio_img_4476,remidio,test,2353,expert2,graded,"probabilities to native, bilinear, then thresholded",0.945025,6.954051,0.014678,-28.000000,-32.000000,-12.683352,470.000000,479.000000,236.879685,
test_remidio_img_4476,remidio,test,2353,expert3,graded,"probabilities to native, bilinear, then thresholded",0.956502,7.917955,0.016980,-12.000000,-22.000000,-8.952580,454.000000,469.000000,233.148914,
test_remidio_img_4476,remidio,test,2353,expert4,graded,"probabilities to native, bilinear, then thresholded",0.963562,9.518916,0.020925,-16.000000,0.000000,-3.254652,458.000000,447.000000,227.450986,
test_remidio_img_4476,remidio,test,2353,expert5,graded,"probabilities to native, bilinear, then thresholded",0.969552,5.928860,0.012836,-16.000000,-19.000000,-6.750247,458.000000,466.000000,230.946580,
test_remidio_img_4477,remidio,test,2305,expert1,graded,"probabilities to native, bilinear, then thresholded",0.952268,6.269783,0.016902,-27.000000,-1.000000,-7.818296,371.000000,379.000000,185.470836,
test_remidio_img_4477,remidio,test,2305,expert2,graded,"probabilities to native, bilinear, then thresholded",0.911766,14.238897,0.036852,-49.000000,-20.000000,-15.537704,393.000000,398.000000,193.190245,
test_remidio_img_4477,remidio,test,2305,expert3,graded,"probabilities to native, bilinear, then thresholded",0.890216,10.853782,0.027359,-50.000000,-34.000000,-20.702428,394.000000,412.000000,198.354968,
test_remidio_img_4477,remidio,test,2305,expert4,graded,"probabilities to native, bilinear, then thresholded",0.842435,8.636302,0.020736,-61.000000,-37.000000,-30.593037,405.000000,415.000000,208.245578,
test_remidio_img_4477,remidio,test,2305,expert5,graded,"probabilities to native, bilinear, then thresholded",0.862917,13.932288,0.034159,-27.000000,-72.000000,-26.278387,371.000000,450.000000,203.930928,
test_remidio_img_4478,remidio,test,2314,expert1,graded,"probabilities to native, bilinear, then thresholded",0.983447,2.631697,0.006464,0.000000,-5.000000,0.901017,404.000000,418.000000,203.567702,
test_remidio_img_4478,remidio,test,2314,expert2,graded,"probabilities to native, bilinear, then thresholded",0.942922,10.768947,0.024889,-22.000000,-5.000000,-11.867641,426.000000,418.000000,216.336361,
test_remidio_img_4478,remidio,test,2314,expert3,graded,"probabilities to native, bilinear, then thresholded",0.959629,9.233645,0.021762,-25.000000,-6.000000,-7.685320,429.000000,419.000000,212.154039,
test_remidio_img_4478,remidio,test,2314,expert4,graded,"probabilities to native, bilinear, then thresholded",0.959539,13.370393,0.031957,-22.000000,-7.000000,-4.725445,426.000000,420.000000,209.194164,
test_remidio_img_4478,remidio,test,2314,expert5,graded,"probabilities to native, bilinear, then thresholded",0.944715,5.594056,0.012943,-19.000000,-29.000000,-11.629885,423.000000,442.000000,216.098604,
test_remidio_img_4480,remidio,test,2386,expert1,graded,"probabilities to native, bilinear, then thresholded",0.979690,3.101436,0.006779,-5.000000,-13.000000,-1.905976,433.000000,488.000000,228.749482,
test_remidio_img_4480,remidio,test,2386,expert2,graded,"probabilities to native, bilinear, then thresholded",0.936022,4.778384,0.009879,-20.000000,-47.000000,-15.005689,448.000000,522.000000,241.849195,
test_remidio_img_4480,remidio,test,2386,expert3,graded,"probabilities to native, bilinear, then thresholded",0.971492,2.333334,0.005029,-4.000000,-27.000000,-5.132425,432.000000,502.000000,231.975931,
test_remidio_img_4480,remidio,test,2386,expert4,graded,"probabilities to native, bilinear, then thresholded",0.947699,0.076044,0.000159,-18.000000,-36.000000,-12.191177,446.000000,511.000000,239.034683,
test_remidio_img_4480,remidio,test,2386,expert5,graded,"probabilities to native, bilinear, then thresholded",0.943047,12.131240,0.025265,-15.000000,-46.000000,-13.236233,443.000000,521.000000,240.079739,
test_remidio_img_4481,remidio,test,2380,expert1,graded,"probabilities to native, bilinear, then thresholded",0.968245,10.466483,0.023282,0.000000,-28.000000,-5.200726,419.000000,482.000000,224.774150,
test_remidio_img_4481,remidio,test,2380,expert2,graded,"probabilities to native, bilinear, then thresholded",0.938515,10.114920,0.021726,-42.000000,-32.000000,-13.210678,461.000000,486.000000,232.784103,
test_remidio_img_4481,remidio,test,2380,expert3,graded,"probabilities to native, bilinear, then thresholded",0.951262,12.368396,0.027050,-17.000000,-26.000000,-9.047306,436.000000,480.000000,228.620730,
test_remidio_img_4481,remidio,test,2380,expert4,graded,"probabilities to native, bilinear, then thresholded",0.928923,13.185754,0.028135,-16.000000,-55.000000,-14.756863,435.000000,509.000000,234.330287,
test_remidio_img_4481,remidio,test,2380,expert5,graded,"probabilities to native, bilinear, then thresholded",0.964857,6.075905,0.013376,-32.000000,-3.000000,-7.544945,451.000000,457.000000,227.118369,
test_remidio_img_4482,remidio,test,2390,expert1,graded,"probabilities to native, bilinear, then thresholded",0.972519,7.307216,0.017460,4.000000,1.000000,-0.657415,386.000000,457.000000,209.254258,
test_remidio_img_4482,remidio,test,2390,expert2,graded,"probabilities to native, bilinear, then thresholded",0.938372,16.011278,0.036831,-18.000000,-3.000000,-8.767033,408.000000,461.000000,217.363876,
test_remidio_img_4482,remidio,test,2390,expert3,graded,"probabilities to native, bilinear, then thresholded",0.945048,11.246427,0.025718,-22.000000,-5.000000,-10.048277,412.000000,463.000000,218.645120,
test_remidio_img_4482,remidio,test,2390,expert4,graded,"probabilities to native, bilinear, then thresholded",0.955311,7.016924,0.016829,-1.000000,32.000000,0.115242,391.000000,426.000000,208.481602,
test_remidio_img_4482,remidio,test,2390,expert5,graded,"probabilities to native, bilinear, then thresholded",0.967981,10.515390,0.025034,-9.000000,15.000000,-1.423439,399.000000,443.000000,210.020283,
test_remidio_img_4483,remidio,test,2387,expert1,graded,"probabilities to native, bilinear, then thresholded",0.970436,5.973241,0.014005,-14.000000,10.000000,-2.824950,407.000000,453.000000,213.247244,
test_remidio_img_4483,remidio,test,2387,expert2,graded,"probabilities to native, bilinear, then thresholded",0.950956,11.468719,0.026073,-20.000000,-12.000000,-9.511079,413.000000,475.000000,219.933373,
test_remidio_img_4483,remidio,test,2387,expert3,graded,"probabilities to native, bilinear, then thresholded",0.964370,7.259147,0.016726,-11.000000,-10.000000,-6.575171,404.000000,473.000000,216.997465,
test_remidio_img_4483,remidio,test,2387,expert4,graded,"probabilities to native, bilinear, then thresholded",0.923417,17.708812,0.039627,-32.000000,-20.000000,-13.023137,425.000000,483.000000,223.445431,
test_remidio_img_4483,remidio,test,2387,expert5,graded,"probabilities to native, bilinear, then thresholded",0.951074,9.127484,0.020981,-1.000000,-19.000000,-7.091633,394.000000,482.000000,217.513927,
test_remidio_img_4485,remidio,test,2413,expert1,graded,"probabilities to native, bilinear, then thresholded",0.940688,7.378639,0.020439,23.000000,-25.000000,3.073051,295.000000,451.000000,180.507165,
test_remidio_img_4485,remidio,test,2413,expert2,graded,"probabilities to native, bilinear, then thresholded",0.747508,68.819521,0.145522,-157.000000,-66.000000,-52.877151,475.000000,492.000000,236.457367,
test_remidio_img_4485,remidio,test,2413,expert3,graded,"probabilities to native, bilinear, then thresholded",0.953084,14.062591,0.038647,-6.000000,18.000000,1.645915,324.000000,408.000000,181.934302,
test_remidio_img_4485,remidio,test,2413,expert4,graded,"probabilities to native, bilinear, then thresholded",0.931911,13.018005,0.034071,-19.000000,-7.000000,-7.461908,337.000000,433.000000,191.042124,
test_remidio_img_4485,remidio,test,2413,expert5,graded,"probabilities to native, bilinear, then thresholded",0.945980,13.075438,0.034063,-3.000000,-34.000000,-8.350413,321.000000,460.000000,191.930629,
test_remidio_img_4486,remidio,test,2347,expert1,graded,"probabilities to native, bilinear, then thresholded",0.971036,1.177040,0.002991,14.000000,9.000000,5.762921,367.000000,421.000000,196.762280,
test_remidio_img_4486,remidio,test,2347,expert2,graded,"probabilities to native, bilinear, then thresholded",0.954976,13.030072,0.031428,-9.000000,-9.000000,-4.772057,390.000000,439.000000,207.297257,
test_remidio_img_4486,remidio,test,2347,expert3,graded,"probabilities to native, bilinear, then thresholded",0.941491,11.139106,0.028920,3.000000,43.000000,9.937287,378.000000,387.000000,192.587914,
test_remidio_img_4486,remidio,test,2347,expert4,graded,"probabilities to native, bilinear, then thresholded",0.942651,12.812861,0.030521,-25.000000,-10.000000,-7.379864,406.000000,440.000000,209.905065,
test_remidio_img_4486,remidio,test,2347,expert5,graded,"probabilities to native, bilinear, then thresholded",0.965701,1.071955,0.002739,6.000000,21.000000,6.814023,375.000000,409.000000,195.711178,
test_remidio_img_4488,remidio,test,2366,expert1,graded,"probabilities to native, bilinear, then thresholded",0.963807,7.105921,0.018934,20.000000,0.000000,4.233754,331.000000,425.000000,187.647115,
test_remidio_img_4488,remidio,test,2366,expert2,graded,"probabilities to native, bilinear, then thresholded",0.976722,1.734386,0.004511,-14.000000,3.000000,-0.352192,365.000000,422.000000,192.233061,
