key,subset,split,native_side,reader,outcome,resampling,disc_dice,disc_centre_offset,disc_centre_offset_diameters,disc_width_error,disc_height_error,disc_radius_error,truth_disc_width,truth_disc_height,truth_disc_radius,note
train_remidio_img_2728,remidio,train,2278,expert4,graded,"probabilities to native, bilinear, then thresholded",0.953381,12.024742,0.025709,-12.000000,-1.000000,-8.492985,468.000000,451.000000,233.862537,
train_remidio_img_2728,remidio,train,2278,expert5,graded,"probabilities to native, bilinear, then thresholded",0.957585,10.271010,0.021983,-20.000000,-8.000000,-8.241727,476.000000,458.000000,233.611280,
train_remidio_img_2730,remidio,train,2273,expert1,graded,"probabilities to native, bilinear, then thresholded",0.973248,6.110760,0.014493,4.000000,-14.000000,1.103843,396.000000,465.000000,210.819764,
train_remidio_img_2730,remidio,train,2273,expert2,graded,"probabilities to native, bilinear, then thresholded",0.979398,2.877019,0.006667,-17.000000,-9.000000,-3.844797,417.000000,460.000000,215.768404,
train_remidio_img_2730,remidio,train,2273,expert3,graded,"probabilities to native, bilinear, then thresholded",0.963922,10.194038,0.023740,-6.000000,-3.000000,-2.774809,406.000000,454.000000,214.698415,
train_remidio_img_2730,remidio,train,2273,expert4,graded,"probabilities to native, bilinear, then thresholded",0.964244,9.333735,0.021435,4.000000,-15.000000,-5.802409,396.000000,466.000000,217.726016,
train_remidio_img_2730,remidio,train,2273,expert5,graded,"probabilities to native, bilinear, then thresholded",0.956626,9.170735,0.022030,-11.000000,28.000000,3.785054,411.000000,423.000000,208.138553,
train_remidio_img_2731,remidio,train,2283,expert1,graded,"probabilities to native, bilinear, then thresholded",0.951621,11.037714,0.030599,-6.000000,-14.000000,-6.281054,359.000000,362.000000,180.360742,
train_remidio_img_2731,remidio,train,2283,expert2,graded,"probabilities to native, bilinear, then thresholded",0.865966,30.748601,0.079347,-35.000000,-51.000000,-19.680627,388.000000,399.000000,193.760315,
train_remidio_img_2731,remidio,train,2283,expert3,graded,"probabilities to native, bilinear, then thresholded",0.977312,1.207798,0.003471,2.000000,-6.000000,0.076815,351.000000,354.000000,174.002873,
train_remidio_img_2731,remidio,train,2283,expert4,graded,"probabilities to native, bilinear, then thresholded",0.942075,10.240151,0.029051,-13.000000,10.000000,-2.163421,366.000000,338.000000,176.243109,
train_remidio_img_2731,remidio,train,2283,expert5,graded,"probabilities to native, bilinear, then thresholded",0.961480,1.898903,0.005417,-10.000000,9.000000,-1.196319,363.000000,339.000000,175.276007,
train_remidio_img_2732,remidio,train,2268,expert1,graded,"probabilities to native, bilinear, then thresholded",0.959603,6.249101,0.015699,-9.000000,-19.000000,-6.152330,380.000000,416.000000,199.034219,
train_remidio_img_2732,remidio,train,2268,expert2,graded,"probabilities to native, bilinear, then thresholded",0.973102,4.469975,0.011598,2.000000,-13.000000,0.170054,369.000000,410.000000,192.711834,
train_remidio_img_2732,remidio,train,2268,expert3,graded,"probabilities to native, bilinear, then thresholded",0.961678,9.501794,0.024356,4.000000,-11.000000,-2.182530,367.000000,408.000000,195.064418,
train_remidio_img_2732,remidio,train,2268,expert4,graded,"probabilities to native, bilinear, then thresholded",0.973533,5.098068,0.013145,3.000000,7.000000,-1.031967,368.000000,390.000000,193.913856,
train_remidio_img_2732,remidio,train,2268,expert5,graded,"probabilities to native, bilinear, then thresholded",0.961751,4.730542,0.011891,-4.000000,-26.000000,-6.033949,375.000000,423.000000,198.915837,
train_remidio_img_2734,remidio,train,2278,expert1,graded,"probabilities to native, bilinear, then thresholded",0.947319,2.589654,0.007239,-1.000000,-28.000000,-8.938399,343.000000,370.000000,178.876572,
train_remidio_img_2734,remidio,train,2278,expert2,graded,"probabilities to native, bilinear, then thresholded",0.961511,5.483524,0.015881,-14.000000,9.000000,-2.707527,356.000000,333.000000,172.645700,
train_remidio_img_2734,remidio,train,2278,expert3,graded,"probabilities to native, bilinear, then thresholded",0.959374,7.620884,0.021637,-5.000000,-16.000000,-6.166717,347.000000,358.000000,176.104890,
train_remidio_img_2734,remidio,train,2278,expert4,graded,"probabilities to native, bilinear, then thresholded",0.920776,12.438637,0.033950,-24.000000,-27.000000,-13.250631,366.000000,369.000000,183.188804,
train_remidio_img_2734,remidio,train,2278,expert5,graded,"probabilities to native, bilinear, then thresholded",0.905160,6.275179,0.016788,-40.000000,-25.000000,-16.959366,382.000000,367.000000,186.897540,
train_remidio_img_2735,remidio,train,2312,expert1,graded,"probabilities to native, bilinear, then thresholded",0.941964,8.243305,0.020610,-24.000000,-12.000000,-10.606722,402.000000,401.000000,199.979543,
train_remidio_img_2735,remidio,train,2312,expert2,graded,"probabilities to native, bilinear, then thresholded",0.959797,5.942211,0.015166,-5.000000,-28.000000,-6.537494,383.000000,417.000000,195.910314,
train_remidio_img_2735,remidio,train,2312,expert3,graded,"probabilities to native, bilinear, then thresholded",0.963720,6.142703,0.015982,9.000000,-3.000000,-2.807246,369.000000,392.000000,192.180066,
train_remidio_img_2735,remidio,train,2312,expert4,graded,"probabilities to native, bilinear, then thresholded",0.952389,8.782002,0.022789,8.000000,-11.000000,-3.306802,370.000000,400.000000,192.679623,
train_remidio_img_2735,remidio,train,2312,expert5,graded,"probabilities to native, bilinear, then thresholded",0.930222,16.011471,0.040271,3.000000,-34.000000,-9.424565,375.000000,423.000000,198.797386,
train_remidio_img_2736,remidio,train,2287,expert1,graded,"probabilities to native, bilinear, then thresholded",0.969927,8.415521,0.020555,2.000000,-2.000000,0.219904,396.000000,428.000000,204.710653,
train_remidio_img_2736,remidio,train,2287,expert2,graded,"probabilities to native, bilinear, then thresholded",0.958654,9.430156,0.022340,-4.000000,-23.000000,-6.126877,402.000000,449.000000,211.057434,
train_remidio_img_2736,remidio,train,2287,expert3,graded,"probabilities to native, bilinear, then thresholded",0.963603,8.581774,0.020264,-10.000000,-17.000000,-6.817994,408.000000,443.000000,211.748551,
train_remidio_img_2736,remidio,train,2287,expert4,graded,"probabilities to native, bilinear, then thresholded",0.974263,3.493325,0.008353,-6.000000,2.000000,-4.176858,404.000000,424.000000,209.107414,
train_remidio_img_2736,remidio,train,2287,expert5,graded,"probabilities to native, bilinear, then thresholded",0.947366,17.590445,0.041932,3.000000,-21.000000,-4.816738,395.000000,447.000000,209.747295,
train_remidio_img_2737,remidio,train,2294,expert1,graded,"probabilities to native, bilinear, then thresholded",0.961116,7.734297,0.018349,-10.000000,-26.000000,-6.935458,412.000000,439.000000,210.757095,
train_remidio_img_2737,remidio,train,2294,expert2,graded,"probabilities to native, bilinear, then thresholded",0.969761,5.958193,0.014519,1.000000,-14.000000,-1.360393,401.000000,427.000000,205.182030,
train_remidio_img_2737,remidio,train,2294,expert3,graded,"probabilities to native, bilinear, then thresholded",0.967961,2.937858,0.007045,5.000000,-22.000000,-4.677522,397.000000,435.000000,208.499159,
train_remidio_img_2737,remidio,train,2294,expert4,graded,"probabilities to native, bilinear, then thresholded",0.952253,5.518490,0.012906,-16.000000,-29.000000,-9.975696,418.000000,442.000000,213.797333,
train_remidio_img_2737,remidio,train,2294,expert5,graded,"probabilities to native, bilinear, then thresholded",0.937279,11.009859,0.025414,-27.000000,-20.000000,-12.788224,429.000000,433.000000,216.609862,
train_remidio_img_2738,remidio,train,2311,expert1,graded,"probabilities to native, bilinear, then thresholded",0.960599,7.232702,0.020528,2.000000,4.000000,1.270143,328.000000,379.000000,176.169948,
train_remidio_img_2738,remidio,train,2311,expert2,graded,"probabilities to native, bilinear, then thresholded",0.941332,13.058884,0.035670,-24.000000,8.000000,-5.613130,354.000000,375.000000,183.053221,
train_remidio_img_2738,remidio,train,2311,expert3,graded,"probabilities to native, bilinear, then thresholded",0.959218,9.725619,0.026775,-12.000000,4.000000,-4.180765,342.000000,379.000000,181.620856,
train_remidio_img_2738,remidio,train,2311,expert4,graded,"probabilities to native, bilinear, then thresholded",0.969132,4.219326,0.011924,9.000000,4.000000,0.509302,321.000000,379.000000,176.930789,
train_remidio_img_2738,remidio,train,2311,expert5,graded,"probabilities to native, bilinear, then thresholded",0.924494,10.565931,0.027604,-33.000000,-22.000000,-13.944127,363.000000,405.000000,191.384217,
train_remidio_img_2739,remidio,train,2279,expert1,graded,"probabilities to native, bilinear, then thresholded",0.973035,2.151272,0.005552,-5.000000,-15.000000,-4.296338,362.000000,429.000000,193.741421,
train_remidio_img_2739,remidio,train,2279,expert2,graded,"probabilities to native, bilinear, then thresholded",0.930849,10.212661,0.026162,-42.000000,20.000000,-5.737606,399.000000,394.000000,195.182689,
train_remidio_img_2739,remidio,train,2279,expert3,graded,"probabilities to native, bilinear, then thresholded",0.928877,14.629375,0.036174,-18.000000,-8.000000,-12.760810,375.000000,422.000000,202.205893,
train_remidio_img_2739,remidio,train,2279,expert4,graded,"probabilities to native, bilinear, then thresholded",0.958009,6.243539,0.016143,-1.000000,-3.000000,-3.939486,358.000000,417.000000,193.384570,
train_remidio_img_2739,remidio,train,2279,expert5,graded,"probabilities to native, bilinear, then thresholded",0.930634,9.037028,0.022250,-31.000000,-12.000000,-13.630253,388.000000,426.000000,203.075336,
train_remidio_img_2740,remidio,train,2279,expert1,graded,"probabilities to native, bilinear, then thresholded",0.973135,2.206442,0.005625,-4.000000,10.000000,0.520290,359.000000,428.000000,196.125478,
train_remidio_img_2740,remidio,train,2279,expert2,graded,"probabilities to native, bilinear, then thresholded",0.944024,7.397107,0.019177,-4.000000,44.000000,3.786160,359.000000,394.000000,192.859608,
train_remidio_img_2740,remidio,train,2279,expert3,graded,"probabilities to native, bilinear, then thresholded",0.946636,11.462410,0.028295,-9.000000,-5.000000,-5.906150,364.000000,443.000000,202.551918,
train_remidio_img_2740,remidio,train,2279,expert4,graded,"probabilities to native, bilinear, then thresholded",0.958154,5.233834,0.013038,-11.000000,0.000000,-4.070970,366.000000,438.000000,200.716738,
train_remidio_img_2740,remidio,train,2279,expert5,graded,"probabilities to native, bilinear, then thresholded",0.969882,4.930440,0.012421,-6.000000,1.000000,-1.823906,361.000000,437.000000,198.469675,
train_remidio_img_2741,remidio,train,2311,expert1,graded,"probabilities to native, bilinear, then thresholded",0.974720,7.322319,0.017659,-4.000000,5.000000,-1.092933,396.000000,438.000000,207.329501,
train_remidio_img_2741,remidio,train,2311,expert2,graded,"probabilities to native, bilinear, then thresholded",0.966249,9.150649,0.022298,-3.000000,-1.000000,1.049108,395.000000,444.000000,205.187460,
train_remidio_img_2741,remidio,train,2311,expert3,graded,"probabilities to native, bilinear, then thresholded",0.980008,3.527091,0.008395,-7.000000,3.000000,-3.831452,399.000000,440.000000,210.068019,
train_remidio_img_2741,remidio,train,2311,expert4,graded,"probabilities to native, bilinear, then thresholded",0.948259,3.289779,0.007652,-27.000000,3.000000,-8.712259,419.000000,440.000000,214.948827,
train_remidio_img_2741,remidio,train,2311,expert5,graded,"probabilities to native, bilinear, then thresholded",0.970600,3.543380,0.008526,-20.000000,8.000000,-1.569092,412.000000,435.000000,207.805660,
train_remidio_img_2742,remidio,train,2298,expert1,graded,"probabilities to native, bilinear, then thresholded",0.968827,0.712514,0.001616,-13.000000,-17.000000,-6.713233,430.000000,456.000000,220.494933,
train_remidio_img_2742,remidio,train,2298,expert2,graded,"probabilities to native, bilinear, then thresholded",0.967489,3.190673,0.007234,-25.000000,-7.000000,-6.765919,442.000000,446.000000,220.547618,
train_remidio_img_2742,remidio,train,2298,expert3,graded,"probabilities to native, bilinear, then thresholded",0.976746,6.379868,0.014758,-4.000000,7.000000,-2.367717,421.000000,432.000000,216.149416,
train_remidio_img_2742,remidio,train,2298,expert4,graded,"probabilities to native, bilinear, then thresholded",0.954495,5.853924,0.013153,-17.000000,-3.000000,-8.752295,434.000000,442.000000,222.533995,
train_remidio_img_2742,remidio,train,2298,expert5,graded,"probabilities to native, bilinear, then thresholded",0.975505,5.068511,0.011604,-14.000000,-5.000000,-4.604129,431.000000,444.000000,218.385829,
train_remidio_img_2743,remidio,train,2279,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977404,1.257122,0.002849,3.000000,-20.000000,-3.303657,432.000000,461.000000,220.608949,
train_remidio_img_2743,remidio,train,2279,expert2,graded,"probabilities to native, bilinear, then thresholded",0.968474,4.175096,0.009395,-31.000000,-4.000000,-4.896605,466.000000,445.000000,222.201897,
train_remidio_img_2743,remidio,train,2279,expert3,graded,"probabilities to native, bilinear, then thresholded",0.971806,5.166194,0.011563,-27.000000,-8.000000,-6.088137,462.000000,449.000000,223.393429,
train_remidio_img_2743,remidio,train,2279,expert4,graded,"probabilities to native, bilinear, then thresholded",0.943204,9.458183,0.020589,-29.000000,-12.000000,-12.382933,464.000000,453.000000,229.688225,
train_remidio_img_2743,remidio,train,2279,expert5,graded,"probabilities to native, bilinear, then thresholded",0.975737,6.897055,0.015871,0.000000,6.000000,0.026368,435.000000,435.000000,217.278924,
train_remidio_img_2744,remidio,train,2274,expert1,graded,"probabilities to native, bilinear, then thresholded",0.947729,1.564321,0.003423,-32.000000,-6.000000,-11.404687,469.000000,434.000000,228.497478,
train_remidio_img_2744,remidio,train,2274,expert2,graded,"probabilities to native, bilinear, then thresholded",0.926575,14.514733,0.031604,-46.000000,-28.000000,-12.539993,483.000000,456.000000,229.632785,
train_remidio_img_2744,remidio,train,2274,expert3,graded,"probabilities to native, bilinear, then thresholded",0.958306,10.554586,0.024039,-29.000000,4.000000,-2.437863,466.000000,424.000000,219.530655,
train_remidio_img_2744,remidio,train,2274,expert4,graded,"probabilities to native, bilinear, then thresholded",0.912915,10.622487,0.022425,-28.000000,-33.000000,-19.753969,465.000000,461.000000,236.846760,
train_remidio_img_2744,remidio,train,2274,expert5,graded,"probabilities to native, bilinear, then thresholded",0.973120,4.490852,0.010275,8.000000,-19.000000,-1.444571,429.000000,447.000000,218.537362,
train_remidio_img_2745,remidio,train,2270,expert1,graded,"probabilities to native, bilinear, then thresholded",0.919415,16.131687,0.035116,-23.000000,-62.000000,-17.621803,448.000000,483.000000,229.690303,
train_remidio_img_2745,remidio,train,2270,expert2,graded,"probabilities to native, bilinear, then thresholded",0.929519,9.226752,0.020275,-32.000000,-27.000000,-15.472033,457.000000,448.000000,227.540534,
train_remidio_img_2745,remidio,train,2270,expert3,graded,"probabilities to native, bilinear, then thresholded",0.950195,6.292494,0.014790,29.000000,-34.000000,-0.654167,396.000000,455.000000,212.722668,
train_remidio_img_2745,remidio,train,2270,expert4,graded,"probabilities to native, bilinear, then thresholded",0.957659,3.102608,0.007038,-12.000000,-23.000000,-8.352796,437.000000,444.000000,220.421296,
train_remidio_img_2745,remidio,train,2270,expert5,graded,"probabilities to native, bilinear, then thresholded",0.939338,20.419361,0.048032,-9.000000,5.000000,-0.489504,434.000000,416.000000,212.558004,
train_remidio_img_2746,remidio,train,2312,expert1,graded,"probabilities to native, bilinear, then thresholded",0.978316,1.907870,0.004677,-4.000000,-16.000000,-4.135086,412.000000,415.000000,203.941853,
train_remidio_img_2746,remidio,train,2312,expert2,graded,"probabilities to native, bilinear, then thresholded",0.964370,9.416114,0.023351,-7.000000,-1.000000,-1.815046,415.000000,400.000000,201.621813,
train_remidio_img_2746,remidio,train,2312,expert3,graded,"probabilities to native, bilinear, then thresholded",0.978756,4.587189,0.011507,9.000000,0.000000,0.488081,399.000000,399.000000,199.318686,
train_remidio_img_2746,remidio,train,2312,expert4,graded,"probabilities to native, bilinear, then thresholded",0.937531,7.289175,0.017135,-19.000000,-30.000000,-12.897195,427.000000,429.000000,212.703963,
train_remidio_img_2746,remidio,train,2312,expert5,graded,"probabilities to native, bilinear, then thresholded",0.976445,4.396343,0.010876,-9.000000,7.000000,-2.299140,417.000000,392.000000,202.105907,
train_remidio_img_2747,remidio,train,2295,expert1,graded,"probabilities to native, bilinear, then thresholded",0.981834,1.931187,0.004674,-8.000000,-2.000000,-2.308510,424.000000,408.000000,206.603576,
train_remidio_img_2747,remidio,train,2295,expert2,graded,"probabilities to native, bilinear, then thresholded",0.963890,2.827431,0.006762,-14.000000,-13.000000,-4.770483,430.000000,419.000000,209.065549,
train_remidio_img_2747,remidio,train,2295,expert3,graded,"probabilities to native, bilinear, then thresholded",0.934915,14.621796,0.034170,0.000000,-32.000000,-9.660770,416.000000,438.000000,213.955836,
train_remidio_img_2747,remidio,train,2295,expert4,graded,"probabilities to native, bilinear, then thresholded",0.971464,2.171167,0.005183,-12.000000,-10.000000,-5.140892,428.000000,416.000000,209.435958,
train_remidio_img_2747,remidio,train,2295,expert5,graded,"probabilities to native, bilinear, then thresholded",0.968883,4.542017,0.011012,0.000000,-4.000000,-1.941502,416.000000,410.000000,206.236568,
train_remidio_img_2748,remidio,train,2278,expert1,graded,"probabilities to native, bilinear, then thresholded",0.981883,3.076371,0.008042,-2.000000,-5.000000,-2.488240,358.000000,410.000000,191.277743,
train_remidio_img_2748,remidio,train,2278,expert2,graded,"probabilities to native, bilinear, then thresholded",0.959451,5.892468,0.015070,-9.000000,-12.000000,-6.710126,365.000000,417.000000,195.499628,
train_remidio_img_2748,remidio,train,2278,expert3,graded,"probabilities to native, bilinear, then thresholded",0.972662,6.312441,0.016408,4.000000,-10.000000,-3.566880,352.000000,415.000000,192.356382,
train_remidio_img_2748,remidio,train,2278,expert4,graded,"probabilities to native, bilinear, then thresholded",0.954205,9.361736,0.024140,-11.000000,13.000000,-5.112862,367.000000,392.000000,193.902365,
train_remidio_img_2748,remidio,train,2278,expert5,graded,"probabilities to native, bilinear, then thresholded",0.982244,4.348812,0.011550,5.000000,0.000000,0.536084,351.000000,405.000000,188.253418,
train_remidio_img_2749,remidio,train,2300,expert1,graded,"probabilities to native, bilinear, then thresholded",0.964165,5.783385,0.014448,-4.000000,-21.000000,-5.899687,369.000000,433.000000,200.150579,
train_remidio_img_2749,remidio,train,2300,expert2,graded,"probabilities to native, bilinear, then thresholded",0.964298,5.682387,0.014316,-18.000000,-16.000000,-4.209962,383.000000,428.000000,198.460854,
train_remidio_img_2749,remidio,train,2300,expert3,graded,"probabilities to native, bilinear, then thresholded",0.967734,7.956759,0.020361,-5.000000,1.000000,-1.141247,370.000000,411.000000,195.392138,
train_remidio_img_2749,remidio,train,2300,expert4,graded,"probabilities to native, bilinear, then thresholded",0.937632,3.463362,0.008375,-27.000000,-23.000000,-12.517471,392.000000,435.000000,206.768363,
train_remidio_img_2749,remidio,train,2300,expert5,graded,"probabilities to native, bilinear, then thresholded",0.945432,14.304998,0.035282,-4.000000,-35.000000,-8.473818,369.000000,447.000000,202.724709,
train_remidio_img_2750,remidio,train,2309,expert1,graded,"probabilities to native, bilinear, then thresholded",0.962851,4.698318,0.011847,1.000000,-13.000000,-5.521339,376.000000,407.000000,198.283544,
train_remidio_img_2750,remidio,train,2309,expert2,graded,"probabilities to native, bilinear, then thresholded",0.958501,6.613824,0.016738,-18.000000,-8.000000,-4.802454,395.000000,402.000000,197.564660,
train_remidio_img_2750,remidio,train,2309,expert3,graded,"probabilities to native, bilinear, then thresholded",0.956947,13.170447,0.033134,0.000000,-19.000000,-5.980732,377.000000,413.000000,198.742938,
train_remidio_img_2750,remidio,train,2309,expert4,graded,"probabilities to native, bilinear, then thresholded",0.931816,3.822237,0.009278,-5.000000,-40.000000,-13.232675,382.000000,434.000000,205.994881,
train_remidio_img_2750,remidio,train,2309,expert5,graded,"probabilities to native, bilinear, then thresholded",0.944755,10.754293,0.026394,-16.000000,-28.000000,-10.960239,393.000000,422.000000,203.722445,
train_remidio_img_2751,remidio,train,2228,expert1,graded,"probabilities to native, bilinear, then thresholded",0.960070,11.197625,0.029753,-7.000000,-14.000000,-3.439100,363.000000,398.000000,188.173931,
train_remidio_img_2751,remidio,train,2228,expert2,graded,"probabilities to native, bilinear, then thresholded",0.955403,10.312954,0.028006,-8.000000,9.000000,0.613568,364.000000,375.000000,184.121263,
train_remidio_img_2751,remidio,train,2228,expert3,graded,"probabilities to native, bilinear, then thresholded",0.949787,9.033511,0.023252,-15.000000,-30.000000,-9.517699,371.000000,414.000000,194.252530,
train_remidio_img_2751,remidio,train,2228,expert4,graded,"probabilities to native, bilinear, then thresholded",0.958110,2.878267,0.007470,-15.000000,-10.000000,-7.907618,371.000000,394.000000,192.642449,
train_remidio_img_2751,remidio,train,2228,expert5,graded,"probabilities to native, bilinear, then thresholded",0.963224,7.019564,0.018989,-2.000000,3.000000,-0.099911,358.000000,381.000000,184.834742,
train_remidio_img_2752,remidio,train,2184,expert1,graded,"probabilities to native, bilinear, then thresholded",0.969585,6.235996,0.016404,-13.000000,-12.000000,-4.689934,372.000000,404.000000,190.075797,
train_remidio_img_2752,remidio,train,2184,expert2,graded,"probabilities to native, bilinear, then thresholded",0.948208,6.543377,0.017008,-17.000000,-2.000000,-6.981275,376.000000,394.000000,192.367138,
train_remidio_img_2752,remidio,train,2184,expert3,graded,"probabilities to native, bilinear, then thresholded",0.967312,5.291992,0.013849,-3.000000,-11.000000,-5.675421,362.000000,403.000000,191.061284,
train_remidio_img_2752,remidio,train,2184,expert4,graded,"probabilities to native, bilinear, then thresholded",0.947554,6.601439,0.017159,1.000000,-20.000000,-6.971346,358.000000,412.000000,192.357210,
train_remidio_img_2752,remidio,train,2184,expert5,graded,"probabilities to native, bilinear, then thresholded",0.962085,7.377486,0.019608,-11.000000,9.000000,-2.734775,370.000000,383.000000,188.120639,
train_remidio_img_2753,remidio,train,2180,expert1,graded,"probabilities to native, bilinear, then thresholded",0.971030,4.686623,0.011984,-2.000000,-23.000000,-2.685661,358.000000,440.000000,195.541143,
train_remidio_img_2753,remidio,train,2180,expert2,graded,"probabilities to native, bilinear, then thresholded",0.959761,4.448803,0.011495,-26.000000,22.000000,-0.662368,382.000000,395.000000,193.517850,
train_remidio_img_2753,remidio,train,2180,expert3,graded,"probabilities to native, bilinear, then thresholded",0.977397,3.946639,0.010246,8.000000,-8.000000,0.258478,348.000000,425.000000,192.597004,
train_remidio_img_2753,remidio,train,2180,expert4,graded,"probabilities to native, bilinear, then thresholded",0.960291,1.018307,0.002543,-14.000000,-12.000000,-7.369829,370.000000,429.000000,200.225311,
train_remidio_img_2753,remidio,train,2180,expert5,graded,"probabilities to native, bilinear, then thresholded",0.946989,2.521223,0.006201,-26.000000,-39.000000,-10.425086,382.000000,456.000000,203.280568,
train_remidio_img_2754,remidio,train,2178,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977047,2.642548,0.006632,-7.000000,3.000000,-1.743460,404.000000,399.000000,199.238022,
train_remidio_img_2754,remidio,train,2178,expert2,graded,"probabilities to native, bilinear, then thresholded",0.966477,8.155604,0.020604,-18.000000,6.000000,-0.419413,415.000000,396.000000,197.913975,
train_remidio_img_2754,remidio,train,2178,expert3,graded,"probabilities to native, bilinear, then thresholded",0.966376,4.765417,0.011859,-4.000000,-20.000000,-3.417936,401.000000,422.000000,200.912497,
train_remidio_img_2754,remidio,train,2178,expert4,graded,"probabilities to native, bilinear, then thresholded",0.951961,2.042630,0.004939,-31.000000,3.000000,-9.308436,428.000000,399.000000,206.802997,
train_remidio_img_2754,remidio,train,2178,expert5,graded,"probabilities to native, bilinear, then thresholded",0.984482,0.721546,0.001838,4.000000,9.000000,1.196311,393.000000,393.000000,196.298251,
train_remidio_img_2755,remidio,train,2201,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977652,3.814920,0.009366,-19.000000,7.000000,-1.151270,424.000000,405.000000,203.654466,
train_remidio_img_2755,remidio,train,2201,expert2,graded,"probabilities to native, bilinear, then thresholded",0.975651,3.135670,0.007663,-14.000000,9.000000,-2.096250,419.000000,403.000000,204.599446,
train_remidio_img_2755,remidio,train,2201,expert3,graded,"probabilities to native, bilinear, then thresholded",0.971176,5.255864,0.012652,-15.000000,-1.000000,-5.205174,420.000000,413.000000,207.708370,
train_remidio_img_2755,remidio,train,2201,expert4,graded,"probabilities to native, bilinear, then thresholded",0.952652,1.924753,0.004532,-30.000000,-31.000000,-9.826314,435.000000,443.000000,212.329510,
train_remidio_img_2755,remidio,train,2201,expert5,graded,"probabilities to native, bilinear, then thresholded",0.965779,7.210241,0.017560,-5.000000,2.000000,-2.800580,410.000000,410.000000,205.303775,
train_remidio_img_2756,remidio,train,2240,expert1,graded,"probabilities to native, bilinear, then thresholded",0.971738,0.715551,0.002008,-6.000000,2.000000,-4.448406,348.000000,352.000000,178.216050,
train_remidio_img_2756,remidio,train,2240,expert2,graded,"probabilities to native, bilinear, then thresholded",0.962059,1.332063,0.003748,5.000000,-10.000000,-3.955657,337.000000,364.000000,177.723301,
train_remidio_img_2756,remidio,train,2240,expert3,graded,"probabilities to native, bilinear, then thresholded",0.951422,3.663126,0.010536,-26.000000,21.000000,-0.069595,368.000000,333.000000,173.837239,
train_remidio_img_2756,remidio,train,2240,expert4,graded,"probabilities to native, bilinear, then thresholded",0.950236,2.098902,0.005774,-13.000000,1.000000,-7.998620,355.000000,353.000000,181.766264,
train_remidio_img_2756,remidio,train,2240,expert5,graded,"probabilities to native, bilinear, then thresholded",0.961942,7.161374,0.020441,-21.000000,15.000000,-1.402092,363.000000,339.000000,175.169736,
train_remidio_img_2757,remidio,train,2242,expert1,graded,"probabilities to native, bilinear, then thresholded",0.964633,2.599169,0.007027,-6.000000,-18.000000,-6.355174,353.000000,386.000000,184.942344,
train_remidio_img_2757,remidio,train,2242,expert2,graded,"probabilities to native, bilinear, then thresholded",0.962071,5.692288,0.015765,-22.000000,9.000000,-1.948207,369.000000,359.000000,180.535377,
train_remidio_img_2757,remidio,train,2242,expert3,graded,"probabilities to native, bilinear, then thresholded",0.964866,7.495091,0.020483,-5.000000,-6.000000,-4.371257,352.000000,374.000000,182.958427,
train_remidio_img_2757,remidio,train,2242,expert4,graded,"probabilities to native, bilinear, then thresholded",0.932936,5.045322,0.013264,-15.000000,-17.000000,-11.595774,362.000000,385.000000,190.182944,
train_remidio_img_2757,remidio,train,2242,expert5,graded,"probabilities to native, bilinear, then thresholded",0.958037,9.798645,0.026394,-10.000000,-19.000000,-7.038062,357.000000,387.000000,185.625232,
train_remidio_img_2758,remidio,train,2224,expert1,graded,"probabilities to native, bilinear, then thresholded",0.977374,2.660592,0.006714,-8.000000,-15.000000,-3.675106,393.000000,412.000000,198.144635,
train_remidio_img_2758,remidio,train,2224,expert2,graded,"probabilities to native, bilinear, then thresholded",0.952405,7.043617,0.017395,-38.000000,-7.000000,-7.993580,423.000000,404.000000,202.463109,
train_remidio_img_2758,remidio,train,2224,expert3,graded,"probabilities to native, bilinear, then thresholded",0.965291,8.954836,0.022674,7.000000,-8.000000,-3.003273,378.000000,405.000000,197.472802,
train_remidio_img_2758,remidio,train,2224,expert4,graded,"probabilities to native, bilinear, then thresholded",0.958545,6.488652,0.016142,-15.000000,-15.000000,-6.513459,400.000000,412.000000,200.982987,
train_remidio_img_2758,remidio,train,2224,expert5,graded,"probabilities to native, bilinear, then thresholded",0.938143,13.901808,0.034112,-14.000000,-20.000000,-9.299004,399.000000,417.000000,203.768532,
train_remidio_img_2759,remidio,train,2196,expert1,graded,"probabilities to native, bilinear, then thresholded",0.983166,0.944433,0.002365,-3.000000,6.000000,0.391742,391.000000,408.000000,199.691235,
train_remidio_img_2759,remidio,train,2196,expert2,graded,"probabilities to native, bilinear, then thresholded",0.971817,6.908271,0.017160,-13.000000,-1.000000,-1.211770,401.000000,415.000000,201.294747,
train_remidio_img_2759,remidio,train,2196,expert3,graded,"probabilities to native, bilinear, then thresholded",0.974069,6.443001,0.016095,1.000000,4.000000,-0.077143,387.000000,410.000000,200.160120,
train_remidio_img_2759,remidio,train,2196,expert4,graded,"probabilities to native, bilinear, then thresholded",0.973282,4.679061,0.011650,-5.000000,13.000000,-0.728098,393.000000,401.000000,200.811075,
train_remidio_img_2759,remidio,train,2196,expert5,graded,"probabilities to native, bilinear, then thresholded",0.957025,13.956382,0.034639,-2.000000,-3.000000,-1.369839,390.000000,417.000000,201.452816,
